,funding_total_usd,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,is_successful,category
60949,2571816.0,ESP,56,Barcelona,Barcelona,3,2009-12-01,2010-07-01,2014-12-03,0,E-Commerce
60950,500000.0,USA,CO,Denver,Boulder,1,2013-01-01,2014-03-28,2014-03-28,1,Colleges
60951,943200.0,USA,CA,Santa Barbara,Santa Barbara,4,2011-01-01,2013-09-23,2015-07-21,0,Biotechnology
60955,100000.0,USA,CA,SF Bay Area,San Francisco,2,2013-11-01,2014-02-03,2014-08-01,0,Big Data Analytics
60957,170000000.0,CHN,22,CHN - Other,Wangjing,2,2011-01-01,2014-09-01,2015-03-18,0,Auctions
60958,8000000.0,CAN,ON,Toronto,Toronto,1,2011-04-04,2015-04-13,2015-04-13,0,Software
60959,7300000.0,USA,CA,SF Bay Area,Mountain View,3,2010-11-11,2013-10-16,2015-07-23,0,Software
60960,4000000.0,CHN,22,Beijing,Beijing,1,2010-12-01,2011-06-01,2011-06-01,0,E-Commerce
60961,4500000.0,JPN,40,Tokyo,Tokyo,1,2008-01-01,2014-08-29,2014-08-29,0,Information Technology
60962,1600000.0,CHN,23,Shanghai,Shanghai,1,2013-01-01,2013-10-23,2013-10-23,0,Games
60964,8500000.0,USA,MA,Boston,Waltham,2,2002-01-01,2007-11-06,2011-09-15,0,Security
60965,4795915.0,USA,MN,Minneapolis,Minneapolis,2,2012-01-01,2007-01-12,2010-01-27,0,Hardware
60966,16000000.0,USA,CA,SF Bay Area,Redwood City,2,2011-01-01,2012-09-25,2014-11-17,0,Cloud Computing
60967,16000000.0,USA,NY,New York City,New York,1,2007-01-01,2009-10-16,2009-10-16,0,Broadcasting
60972,2000000.0,,,,,1,2010-01-01,2013-07-03,2013-07-03,0,Biotechnology
60975,3530000.0,DNK,,,,1,2003-01-01,2006-12-21,2006-12-21,0,Web Hosting
60976,12700000.0,USA,UT,Salt Lake City,Salt Lake City,2,2010-09-10,2002-08-14,2012-01-03,1,Enterprise Software
60977,3774717.0,DEU,5,Frankfurt,Frankfurt,2,2013-04-17,2013-11-01,2014-10-01,0,Collaboration
60979,1075000.0,DNK,17,Copenhagen,Copenhagen,2,2013-01-01,2014-03-23,2015-04-15,0,Mobile
60980,13800000.0,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2013-09-04,2015-04-09,0,E-Commerce
60984,367500.0,USA,NC,Raleigh,Durham,2,2012-03-01,2013-03-01,2013-09-18,0,Hospitality
60985,3490077.0,NOR,12,Oslo,Oslo,2,2007-01-01,2012-11-12,2013-06-26,0,Biotechnology
60987,99051350.0,USA,MD,Hagerstown,Frederick,5,2007-01-01,2008-12-03,2014-08-25,1,Biotechnology
60989,500000.0,USA,UT,Salt Lake City,Heber City,1,2014-02-01,2015-03-03,2015-03-03,0,Biomass Power Generation
60991,37600000.0,USA,MN,Minneapolis,Minnetonka,1,2003-01-01,2011-10-13,2011-10-13,0,Manufacturing
60996,847034.0,KOR,11,Seoul,Seoul,1,2007-07-24,2009-10-01,2009-10-01,0,Design
60997,45180.0,CAN,QC,Montreal,Montréal,1,2014-01-27,2014-04-01,2014-04-01,0,Beauty
60998,757625.0,GBR,I2,Manchester,Manchester,1,2008-01-01,2013-09-24,2013-09-24,0,Hardware + Software
61000,100000.0,BRA,2,Sao Paulo,São Paulo,1,2013-08-01,2014-11-01,2014-11-01,0,Business Services
61001,1300000.0,USA,CA,Anaheim,Newport Beach,1,2013-01-01,2014-07-31,2014-07-31,0,Online Travel
61003,17654216.0,USA,WA,Seattle,Seattle,6,2005-01-01,2010-10-22,2015-06-03,0,Consumer Internet
61005,8500000.0,USA,CA,SF Bay Area,San Mateo,1,2001-01-01,2005-03-07,2005-03-07,1,Software
61009,14770000.0,USA,CO,Denver,Denver,3,2002-01-01,2007-11-13,2011-09-07,0,Analytics
61011,1000000.0,USA,TX,Austin,Austin,1,1989-01-01,2010-03-10,2010-03-10,0,Manufacturing
61012,16100000.0,USA,NC,Raleigh,Raleigh,4,2006-01-01,2009-11-13,2015-09-11,0,Hardware + Software
61013,4876506.0,USA,CA,Los Angeles,Valencia,2,2011-01-01,2014-01-22,2015-03-02,0,Health and Wellness
61014,21000000.0,ISR,2,Tel Aviv,Hod Hasharon,2,2010-06-14,2007-07-16,2011-07-06,0,Semiconductors
61017,10000000.0,USA,GA,Atlanta,Roswell,2,2014-05-20,2014-05-28,2014-05-28,0,E-Commerce
61018,27800000.0,USA,MN,Minneapolis,Maple Grove,2,2002-01-01,2009-10-01,2015-09-03,0,Health Care
61019,1000000.0,USA,MA,Boston,Burlington,1,2003-01-01,2013-05-09,2013-05-09,0,Biotechnology
61021,17000000.0,USA,TX,Dallas,Richardson,1,2001-01-01,2003-08-20,2003-08-20,0,Energy
61023,20000000.0,USA,MA,Boston,Medford,1,2007-01-01,2012-03-05,2012-03-05,0,Biotechnology
61024,271951220.0,USA,NJ,Newark,Bridgewater,3,2006-01-01,2011-09-12,2014-07-11,0,Biotechnology
61026,1350000.0,USA,NY,New York City,New York,2,2013-12-01,2014-06-30,2015-02-04,0,Mobile
61028,750000.0,USA,WI,Milwaukee,Milwaukee,1,2011-01-01,2013-03-21,2013-03-21,0,Health and Wellness
61029,5285000.0,USA,TX,Houston,Missouri City,3,2007-07-01,2008-01-01,2011-01-01,0,Billing
61031,18358500.0,USA,NC,Raleigh,Durham,5,2010-01-01,2011-08-15,2015-04-28,0,Apps
61032,82600000.0,USA,CA,SF Bay Area,San Jose,5,2000-01-01,2006-10-17,2012-10-19,1,Biometrics
61033,210000.0,CAN,ON,Toronto,Toronto,2,2012-08-12,2012-10-03,2012-11-01,0,Mobile
61034,200000.0,USA,MA,Boston,Cambridge,1,2013-06-12,2014-03-26,2014-03-26,0,Software
61037,18128852.0,GBR,I9,London,Norwich,1,2007-01-01,2013-03-27,2013-03-27,0,Mechanical Solutions
61038,5795201.0,USA,CA,SF Bay Area,San Francisco,1,2004-11-01,2009-10-13,2009-10-13,0,Fraud Detection
61041,10234400.0,FIN,8,Oulu,Oulu,2,2007-01-01,2010-12-15,2013-06-06,0,Hardware + Software
61047,20000000.0,,,,,1,2015-07-15,2015-02-02,2015-02-02,0,
61048,400000.0,USA,MA,Boston,Newton,1,2008-01-01,2009-11-03,2009-11-03,0,Hardware + Software
61049,27834000.0,FIN,15,FIN - Other,Uusikaupunki,1,1968-01-01,2010-11-08,2010-11-08,0,Automotive
61050,51721320.0,FRA,B9,Lyon,Lyon,1,1999-01-01,2013-06-14,2013-06-14,0,Biotechnology
61052,2044050.0,FIN,13,Vantaa,Vantaa,1,1972-01-01,2011-11-01,2011-11-01,0,Manufacturing
61053,1500000.0,ISR,6,Tel Aviv,Jerusalem,1,2013-10-01,2014-10-29,2014-10-29,0,Cloud Computing
61054,2573200.0,FIN,13,Helsinki,Helsinki,1,2007-01-01,2013-11-18,2013-11-18,0,Manufacturing
61055,40000.0,CHL,12,Santiago,Santiago,1,2015-05-12,2015-03-03,2015-03-03,0,Enterprise Resource Planning
61056,1500000.0,USA,AL,Birmingham,Hoover,1,2014-12-29,2014-07-30,2014-07-30,0,Medical
61057,4080255.0,USA,CA,San Diego,San Diego,1,2007-01-01,2009-08-05,2009-08-05,0,Biotechnology
61058,1240000.0,USA,CA,SF Bay Area,San Francisco,3,2013-11-12,2014-08-20,2015-05-08,0,Big Data
61060,35000.0,USA,DC,"Washington, D.C.",Washington,1,2012-01-22,2012-02-01,2012-02-01,0,Mobile
61062,17800000.0,ISR,5,Tel Aviv,Or Yehuda,1,2006-01-01,2010-03-15,2010-03-15,1,Health Care
61063,35000000.0,,,,,1,2012-06-01,2014-03-27,2014-03-27,0,All Students
61066,600000.0,USA,TN,Nashville,Nashville,1,2008-01-01,2010-05-21,2010-05-21,0,Software
61068,45000000.0,,,,,1,1998-01-01,2010-02-01,2010-02-01,1,Advertising
61069,50000.0,USA,VA,"Washington, D.C.",Arlington,1,2014-09-21,2015-09-08,2015-09-08,0,Transportation
61072,15300000.0,IND,10,Haryana,Haryana,1,2003-10-01,2011-02-04,2011-02-04,0,Messaging
61076,2550000.0,USA,WA,Seattle,Bellevue,4,2009-03-01,2009-12-30,2012-04-16,0,Internet
61077,5954999.0,USA,KS,Wichita,Emporia,2,2011-03-01,2011-12-30,2014-10-17,0,Mobile
61078,119564.0,,,,,1,2010-06-09,2010-05-01,2010-05-01,0,Business Development
61081,1600000.0,USA,WA,Seattle,Seattle,1,2012-10-01,2013-07-18,2013-07-18,0,Travel
61084,2050000.0,USA,NC,Raleigh,Durham,2,2010-08-01,2010-08-01,2012-09-25,0,Software
61092,3350000.0,USA,NY,New York City,New York,3,2014-01-01,2015-04-15,2015-11-18,0,Financial Services
61095,570000000.0,CHN,22,Beijing,Beijing,5,2007-01-01,2010-04-01,2014-02-10,0,E-Commerce
61096,54000000.0,USA,DC,"Washington, D.C.",Washington,1,2003-01-01,2014-10-29,2014-10-29,1,Biotechnology
61097,2424999.0,USA,WV,"Charleston, West Virginia",Huntington,3,2004-01-01,2005-09-09,2010-05-12,1,Biotechnology
61099,1200000.0,USA,TN,Nashville,Nashville,1,1873-01-01,2013-12-19,2013-12-19,0,Education
61103,15750000.0,USA,CO,CO - Other,Loveland,2,2009-01-01,2009-09-28,2014-04-14,0,Auto
61104,50000.0,USA,CA,SF Bay Area,Palo Alto,1,2014-07-31,2014-08-15,2014-08-15,0,Education
61106,2345000.0,USA,CA,SF Bay Area,San Francisco,3,2012-09-15,2012-12-31,2015-05-28,0,Art
61109,1600000.0,CAN,ON,Toronto,Toronto,2,2014-01-01,2014-03-01,2015-03-04,0,Bicycles
61110,16535302.0,DEU,16,Berlin,Berlin,1,2007-01-01,2015-07-30,2015-07-30,0,Beauty
61111,1778447.0,KOR,11,Seoul,Seoul,1,2006-01-01,2011-03-01,2011-03-01,0,Android
61112,982873.0,CAN,QC,Montreal,Montréal,2,2009-12-15,2009-08-06,2010-01-19,0,Communities
61113,60000.0,USA,IL,Chicago,Chicago,2,2011-12-30,2012-09-01,2015-05-05,0,Brand Marketing
61114,3500000.0,SGP,,Singapore,Singapore,1,2014-09-24,2015-12-03,2015-12-03,0,Beauty
61116,5000000.0,LUX,3,Bertrange,Bertrange,1,2001-01-01,2010-05-26,2010-05-26,0,Advertising
61119,4386221.0,USA,IL,"Springfield, Illinois",Champaign,1,2011-01-01,2014-04-10,2014-04-10,0,Biotechnology
61120,5000000.0,USA,DC,"Washington, D.C.",Washington,1,2002-01-01,2005-03-17,2005-03-17,0,Biotechnology
61121,1100000.0,CAN,ON,Toronto,Toronto,1,2013-01-01,2014-08-19,2014-08-19,0,Analytics
61122,275000000.0,USA,CA,SF Bay Area,Santa Clara,2,2010-04-01,2010-01-01,2014-04-15,0,Data Center Infrastructure
61124,70000000.0,USA,CA,Los Angeles,El Segundo,1,2002-01-01,2007-02-28,2007-02-28,0,Advertising
61125,37500000.0,USA,CA,Los Angeles,Manhattan Beach,2,2002-05-01,2004-06-23,2007-02-07,0,Health and Wellness
61127,900000.0,MYS,14,Kuala Lumpur,Kuala Lumpur,1,1997-01-01,2007-12-27,2007-12-27,0,Consulting
61132,4947000.0,USA,NH,"Manchester, New Hampshire",Pelham,1,2010-01-01,2014-02-11,2014-02-11,0,Hardware + Software
61133,18508487.0,USA,WA,Seattle,Seattle,4,2003-01-01,2005-07-22,2011-07-28,0,Enterprise Software
61134,46255828.0,CAN,QC,Montreal,Montréal,9,2004-01-01,2005-01-13,2015-05-11,0,Mobile
61135,42150000.0,USA,MA,Boston,Cambridge,3,1998-01-01,2007-07-05,2010-08-18,0,Software
61137,3970095.0,USA,CA,Los Angeles,Woodland Hills,6,2009-01-01,2014-04-06,2015-08-19,0,Consumer Goods
61139,77000.0,USA,TX,Dallas,Dallas,1,2014-05-01,2014-05-01,2014-05-01,0,Artificial Intelligence
61141,1250000.0,USA,NY,NY - Other,Florida,1,2008-01-01,2014-11-26,2014-11-26,0,Consumer Goods
61143,1659615.0,USA,NY,New York City,New York,2,2013-01-01,2015-03-11,2015-03-30,0,Telecommunications
61145,50000.0,USA,MA,Worcester,Greenfield,1,2011-01-01,2012-05-28,2012-05-28,0,Nonprofits
61146,119750000.0,USA,MD,Baltimore,Stevensville,6,1999-01-01,2007-11-01,2015-12-01,0,Biotechnology
61147,2500000.0,USA,NJ,Newark,Hoboken,1,2002-01-01,2007-07-14,2007-07-14,1,Enterprise Software
61149,341738.0,FIN,13,Helsinki,Helsinki,3,2012-02-10,2013-06-10,2014-08-01,0,E-Commerce Platforms
61150,220006.0,FIN,15,Tampere,Tampere,1,2010-01-01,2013-06-22,2013-06-22,0,Enterprise Software
61151,15000.0,,,,,1,2012-09-24,2013-01-01,2013-01-01,0,Biotechnology
61152,68000000.0,CAN,ON,Toronto,Toronto,5,2012-01-01,2013-03-01,2015-11-19,0,Consumers
61154,5000000.0,IND,23,Ludhiana,Ludhiana,1,1973-01-01,2013-07-17,2013-07-17,0,Fashion
61155,41916889.0,USA,CA,SF Bay Area,San Jose,5,2002-01-01,2011-09-09,2015-11-14,0,Clean Technology
61157,3833534.0,USA,TN,Chattanooga,Chattanooga,5,2009-12-07,2012-06-01,2014-02-25,0,Hardware + Software
61159,4800000.0,USA,MA,Boston,Gloucester,1,1999-01-01,2011-02-07,2011-02-07,1,Semiconductors
61160,2980000.0,USA,FL,Ft. Lauderdale,Weston,1,2014-01-01,2015-02-03,2015-02-03,0,Pharmaceuticals
61162,35000000.0,CAN,ON,Toronto,Toronto,1,2003-01-01,2009-10-01,2009-10-01,1,Enterprise Software
61165,20377000.0,FRA,B9,Lyon,Lyon,1,2002-01-01,2006-04-25,2006-04-25,0,Hardware + Software
61166,42000000.0,USA,CA,SF Bay Area,Mountain View,3,2011-01-01,2013-01-15,2014-08-20,0,Software
61167,5500000.0,USA,CA,Los Angeles,Los Angeles,1,2014-01-01,2015-05-07,2015-05-07,0,Technology
61168,11000000.0,USA,WA,Seattle,Seattle,2,1999-01-01,2011-07-26,2013-04-01,1,Software
61169,28787685.0,USA,NY,New York City,New York,5,2005-01-01,2006-05-08,2012-02-09,1,Big Data Analytics
61170,50000.0,USA,IL,Chicago,Chicago,1,2014-06-01,2014-10-01,2014-10-01,0,Analytics
61171,255900.0,USA,TX,Austin,Austin,1,1999-01-01,2009-08-28,2009-08-28,0,News
61174,57000000.0,USA,MO,St. Louis,St Louis,2,2007-02-01,2014-05-28,2015-11-10,0,Consumer Internet
61175,500000.0,USA,IL,Chicago,Chicago,1,2014-01-01,2015-08-28,2015-08-28,0,Internet
61177,1611364.0,USA,WY,WY - Other,Worland,1,2009-01-01,2011-04-26,2011-04-26,0,Software
61178,935000.0,USA,CO,Denver,Denver,2,2009-01-01,2010-01-04,2010-10-05,0,Sports
61185,35177092.0,USA,CA,SF Bay Area,Mountain View,3,2008-01-01,2012-03-05,2015-01-08,0,Hardware + Software
61186,4800000.0,ISR,5,Tel Aviv,Tel Aviv-yafo,4,2009-01-01,2011-01-01,2014-02-01,0,B2B
61190,26000000.0,USA,NC,Raleigh,Tarboro,3,2005-01-01,2012-09-12,2015-03-03,0,Biotechnology
61191,26923891.0,USA,NJ,Newark,Cresskill,6,2001-01-01,2011-04-25,2015-02-19,0,Biotechnology
61194,150000.0,NGA,32,Lagos,Ibadan,1,2015-06-04,2015-02-02,2015-02-02,0,Classifieds
61197,380000.0,USA,OH,Cleveland,Elyria,1,2005-01-01,2009-07-28,2009-07-28,0,Diagnostics
61198,22000000.0,USA,CA,SF Bay Area,Santa Clara,2,2010-01-01,2011-05-01,2013-03-19,0,Mobile
61199,350000.0,,,,,1,2010-01-01,2011-01-01,2011-01-01,0,Enterprise Software
61201,24300000.0,DEU,2,Frankfurt,Würzburg,4,1998-01-01,2004-02-11,2013-06-24,0,Biotechnology
61203,780120.0,,,,,1,2012-01-01,2012-10-06,2012-10-06,0,Manufacturing
61204,928280.0,USA,IL,Chicago,River Forest,1,1999-01-01,2011-03-11,2011-03-11,0,Health and Wellness
61206,24000000.0,USA,CA,SF Bay Area,Sunnyvale,2,1997-01-01,2005-05-23,2007-07-24,0,Software
61207,148476.0,GBR,H9,London,London,2,2012-01-01,2012-01-26,2015-05-25,0,Art
61209,1200000.0,,,,,1,2007-01-01,2009-01-01,2009-01-01,0,Networking
61210,1650000.0,USA,CA,SF Bay Area,Burlingame,3,2010-01-01,2012-01-01,2014-10-23,0,Fashion
61211,24000000.0,ISR,5,Tel Aviv,Tel Aviv,1,2012-01-01,2015-08-10,2015-08-10,0,Finance
61213,32000000.0,USA,CA,San Diego,San Diego,3,2001-01-01,2005-02-17,2007-01-16,1,Semiconductors
61217,9000000.0,USA,NY,New York City,New York,2,1996-12-10,1999-05-28,1999-10-13,0,Curated Web
61218,91500.0,SGP,,Singapore,Singapore,2,2013-05-01,2013-07-04,2013-08-29,0,Consumers
61219,19000000.0,USA,MA,Boston,Boston,4,2009-01-01,2009-01-01,2015-01-20,0,Security
61222,60000.0,,,,,1,2015-02-13,2015-02-15,2015-02-15,0,Bitcoin
61224,6000000.0,USA,MA,Boston,Boston,1,2000-01-01,2008-02-01,2008-02-01,1,Mobile
61225,2220000.0,USA,NY,New York City,New York,2,2012-01-01,2012-08-01,2013-08-12,0,E-Commerce
61228,52668419.0,USA,CA,SF Bay Area,San Francisco,5,2004-01-01,2007-11-15,2013-08-06,0,Biotechnology
61229,1500000.0,USA,FL,Orlando,Orlando,1,2006-01-01,2012-10-02,2012-10-02,0,Biotechnology
61230,6100000.0,USA,MA,Boston,Cambridge,5,2011-12-18,2013-05-23,2015-04-06,0,Biotechnology
61232,16000000.0,USA,MD,"Washington, D.C.",Gaithersburg,1,1997-01-01,2015-02-17,2015-02-17,0,Biotechnology
61233,129258455.0,USA,NJ,Newark,Cranbury,7,2002-01-01,2004-03-12,2015-09-28,0,Biotechnology
61234,40000000.0,AUS,2,Sydney,Sydney,2,2011-01-01,2011-08-02,2015-02-10,0,Biotechnology
61235,2100000.0,USA,CA,SF Bay Area,San Francisco,4,2011-04-01,2011-12-12,2013-05-01,0,Collaborative Consumption
61238,1330000.0,IND,19,Belgaum,Belgaum,2,2006-07-01,2006-12-01,2011-07-01,0,Software
61240,2800000.0,USA,CA,SF Bay Area,San Francisco,1,2013-01-01,2014-12-09,2014-12-09,0,Travel
61241,250000.0,USA,MI,Detroit,Ypsilanti,2,2014-01-01,2014-01-01,2015-01-27,0,Aerospace
61242,10000000.0,USA,MA,Boston,Watertown,1,2001-01-01,2006-03-20,2006-03-20,0,Mobile
61243,12000000.0,ISR,2,Tel Aviv,Yehud,1,2011-01-01,2012-08-01,2012-08-01,0,3D
61244,35652584.0,USA,TX,Dallas,Plano,5,2000-01-01,2009-11-30,2014-03-17,0,Consulting
61246,32393693.0,USA,MA,Boston,Cambridge,10,2001-01-01,2010-11-17,2015-08-26,1,Biotechnology
61249,19500000.0,USA,VA,"Washington, D.C.",Herndon,3,1998-01-01,2008-10-29,2015-11-20,0,Enterprise Software
61251,3500000.0,USA,NY,New York City,New York,1,2009-10-24,2011-02-09,2011-02-09,0,Business Services
61252,28900000.0,NLD,7,Amsterdam,Amsterdam,2,2008-05-01,2013-09-25,2014-12-19,0,Angels
61253,1000000.0,USA,VA,"Washington, D.C.",Reston,1,1984-01-01,2002-09-30,2002-09-30,0,Consulting
61255,800000.0,USA,TX,Austin,Austin,2,2011-04-01,2011-12-20,2015-03-15,0,EdTech
61256,4420000.0,USA,RI,Providence,Providence,5,2009-11-01,2010-12-23,2013-10-18,0,Energy
61257,600000.0,USA,CA,SF Bay Area,Menlo Park,2,2010-05-30,2010-09-02,2011-01-23,0,Chat
61259,10494514.0,KOR,11,Seoul,Seoul,4,2010-09-01,2011-12-22,2014-05-13,0,Mobile
61260,13000000.0,USA,AZ,Phoenix,Scottsdale,1,1997-01-01,2006-03-29,2006-03-29,0,Enterprise Software
61265,10000.0,USA,NV,NV - Other,Incline Village,1,2011-01-01,2014-06-17,2014-06-17,0,Networking
61267,13091862.0,USA,CA,SF Bay Area,Fremont,4,2008-03-01,2008-09-15,2014-07-01,0,Advertising Exchanges
61268,200000.0,USA,NY,New York City,New York,1,2010-07-01,2010-08-01,2010-08-01,0,Content
61269,1030000.0,USA,CA,SF Bay Area,San Francisco,2,2014-07-04,2015-01-01,2015-09-16,0,Enterprises
61270,350000.0,TUR,34,Istanbul,Istanbul,1,2013-11-18,2013-11-18,2013-11-18,0,Broadcasting
61271,363385.0,NLD,4,Groningen,Groningen,1,2011-12-01,2012-05-01,2012-05-01,0,Enterprise Software
61273,218722.0,ITA,20,Venice,Venice,1,2012-01-01,2013-12-22,2013-12-22,0,Education
61277,7039604.0,GBR,H9,London,London,2,2013-01-01,2014-07-07,2015-11-25,0,Watch
61278,5000000.0,ISR,5,Tel Aviv,Tel Aviv,1,2011-01-01,2015-02-26,2015-02-26,0,Medical Devices
61280,1982877.0,USA,NY,Long Island,Farmingdale,12,1998-01-01,2008-04-01,2015-07-24,0,Enterprise Software
61281,77840000.0,USA,CA,SF Bay Area,San Jose,5,2011-01-01,2010-01-01,2015-09-30,0,Network Security
61284,3300000.0,USA,MD,Salisbury,Cambridge,1,2011-01-01,2012-08-03,2012-08-03,0,Biotechnology
61285,5550000.0,IND,19,Bangalore,Bangalore,3,2014-04-13,2013-07-15,2015-05-07,0,EdTech
61287,455000.0,USA,TX,Dallas,Plano,1,2009-01-01,2013-10-29,2013-10-29,0,Software
61288,2820000.0,FRA,A8,Paris,Paris,1,2008-08-06,2010-01-20,2010-01-20,0,Web Hosting
61289,1250000.0,BRA,2,Sao Paulo,São Paulo,2,2011-09-01,2013-02-01,2013-10-01,0,Colleges
61290,1000000.0,IND,36,New Delhi,Noida,1,2014-04-23,2014-11-06,2014-11-06,0,Social + Mobile + Local
61291,14383389.0,USA,MA,Boston,Cambridge,2,2011-01-01,2013-08-06,2015-10-21,0,E-Commerce
61293,6000000.0,IND,7,New Delhi,New Delhi,1,2013-01-01,2015-06-01,2015-06-01,0,Food Processing
61295,1276000.0,USA,AZ,Phoenix,Mesa,2,2011-01-01,2013-04-10,2013-04-10,0,Mobile
61296,100000.0,USA,CA,Los Angeles,Santa Monica,1,2008-10-01,2008-10-01,2008-10-01,0,Curated Web
61297,4800000.0,USA,NY,Long Island,Plainview,1,1945-01-01,2011-02-07,2011-02-07,1,Hardware + Software
61299,25000.0,GBR,H9,London,London,1,2014-12-01,2015-03-01,2015-03-01,0,Internet
61301,1020000.0,USA,CA,SF Bay Area,San Francisco,2,2013-01-01,2013-03-15,2015-02-25,0,Marketplaces
61303,2500000.0,USA,CA,SF Bay Area,San Francisco,1,2005-01-01,2007-02-15,2007-02-15,0,Messaging
61304,2489970.0,USA,NY,New York City,New York,4,2011-08-01,2011-11-21,2015-01-09,1,Advertising
61305,2706565.0,GBR,Z1,Swansea,Swansea,7,2013-02-01,2013-03-20,2015-03-09,0,Cloud Computing
61307,375000.0,USA,CA,CA - Other,Newbury Park,1,2012-10-10,2014-10-31,2014-10-31,0,Consumer Goods
61308,4000000.0,USA,CA,SF Bay Area,Pleasanton,1,2007-02-06,2008-06-05,2008-06-05,1,Content
61309,110655.0,GBR,H9,London,London,2,2013-06-10,2013-11-25,2014-01-01,0,Apps
61311,250000.0,,,,,1,2014-01-09,2015-01-03,2015-01-03,0,Coffee
61312,175000.0,USA,CA,SF Bay Area,Santa Cruz,2,2014-12-29,2014-12-29,2015-05-05,0,Clean Technology
61313,1100000.0,USA,NV,Las Vegas,Las Vegas,1,2014-09-01,2015-06-25,2015-06-25,0,Apps
61315,20000000.0,USA,CA,Los Angeles,Santa Monica,1,2006-01-01,2013-01-28,2013-01-28,0,Hospitality
61316,32155.0,GBR,F2,Lymington,Lymington,1,2011-11-01,2012-10-30,2012-10-30,0,E-Commerce
61317,2113736.0,USA,GA,Atlanta,Atlanta,4,2012-01-01,2013-06-17,2015-07-13,0,Analytics
61319,40000.0,USA,MA,Boston,Weymouth,1,2011-12-19,2013-07-29,2013-07-29,0,Software
61321,100000.0,RUS,48,Moscow,Moscow,1,2013-01-01,2015-01-26,2015-01-26,0,Assisted Living
61322,2706380.2915373,FRA,B4,Paris,Lille,1,2008-01-01,2015-06-12,2015-06-12,0,Software
61323,104774.0,,,,,2,2014-04-01,2014-12-11,2015-04-10,0,Cloud Data Services
61324,1500000.0,IDN,4,Jakarta,Jakarta,1,2012-01-01,2015-02-06,2015-02-06,0,E-Commerce
61326,23831328.0,USA,MA,Boston,Burlington,4,2005-01-01,2006-05-01,2010-09-02,1,Construction
61327,5700000.0,USA,PA,Philadelphia,Philadelphia,2,2012-01-01,2014-11-13,2015-02-05,0,Medical Devices
61328,161812.0,ITA,9,Milan,Milan,2,2012-12-01,2014-09-17,2015-04-02,0,Manufacturing
61330,25000.0,RUS,66,St. Petersburg,Saint Petersburg,1,2010-10-01,2011-02-15,2011-02-15,0,Curated Web
61331,241086.0,GBR,H9,London,London,1,2014-02-20,2015-02-01,2015-02-01,0,Analytics
61332,21000000.0,USA,PA,Philadelphia,Malvern,1,2015-01-01,2015-12-01,2015-12-01,0,
61335,9000000.0,NLD,11,Rotterdam,Barendrecht,2,2006-01-01,2011-08-04,2013-08-13,0,Mobile
61336,25000000.0,USA,CA,SF Bay Area,Menlo Park,1,2009-01-01,2011-10-12,2011-10-12,0,Analytics
61338,20000.0,USA,CA,SF Bay Area,San Francisco,1,2013-02-01,2014-07-14,2014-07-14,0,Clean Technology
61340,22085521.0,USA,CA,SF Bay Area,Santa Clara,1,2014-01-01,2015-06-08,2015-06-08,0,Manufacturing
61342,13620414.0,USA,WI,WI - Other,Fort Atkinson,4,2012-01-01,2013-07-18,2015-09-16,0,Analytics
61343,18250000.0,USA,CA,Los Angeles,El Segundo,2,2004-01-01,2007-10-12,2012-02-03,0,B2B
61344,34500000.0,USA,MN,Minneapolis,Minneapolis,2,2003-01-01,2003-07-03,2004-09-22,1,Health Care
61345,16416139.0,GBR,H9,London,London,3,2014-04-01,2014-04-01,2015-09-22,0,Hospitality
61346,450000.0,CAN,BC,Vancouver,Vancouver,1,2013-01-22,2015-07-07,2015-07-07,0,Communities
61347,3690000.0,GBR,H9,London,London,1,1996-01-01,2010-04-12,2010-04-12,0,Software
61348,15000000.0,USA,NY,New York City,New York,1,2003-01-31,2007-04-30,2007-04-30,0,Cloud Computing
61349,70000000.0,GBR,C3,London,Cambridge,3,2002-01-01,2006-07-10,2008-02-22,1,Content Delivery
61350,21000000.0,USA,CA,SF Bay Area,Mountain View,1,2012-01-01,2014-06-17,2014-06-17,0,Networking
61352,19000000.0,USA,CA,SF Bay Area,Menlo Park,3,2007-01-01,2009-11-11,2012-02-08,0,Biotechnology
61353,5875000.0,USA,NY,New York City,New York,4,2007-01-01,2010-01-21,2013-02-19,1,Advertising
61355,14000000.0,USA,CA,SF Bay Area,San Jose,3,2014-01-01,2014-05-27,2015-07-29,0,Computers
61356,30000.0,RUS,66,St. Petersburg,Saint Petersburg,2,2014-03-05,2014-05-01,2014-08-28,0,Android
61357,6000000.0,USA,NJ,Newark,Somerset,1,2005-01-01,2005-05-11,2005-05-11,0,Semiconductors
61358,2000000.0,USA,CA,SF Bay Area,Scotts Valley,1,1999-01-01,2010-07-15,2010-07-15,0,Software
61359,3900000.0,AUS,8,Perth,Subiaco,1,2008-01-01,2015-09-30,2015-09-30,0,Professional Services
61361,32034118.0,USA,CA,SF Bay Area,San Francisco,3,2001-01-01,2009-06-01,2013-05-08,1,App Marketing
61363,3300000.0,,,,,1,2013-01-01,2014-11-30,2014-11-30,0,Software
61364,50000.0,BMU,3,Bermuda,Hamilton,1,2015-01-15,2015-02-01,2015-02-01,0,Sponsorship
